rowId,1,2,label
2,5.317041376,5.451717907,0
4,5.486858189,5.316269063,0
10,5.28341442,5.345064448,0
15,5.199728532,5.419465642,0
16,5.189025071,5.448468282,0
24,5.177984689,5.33675062,0
50,5.404407678,5.238748544,0
62,5.279902896,5.38278056,0
77,5.28080221,5.220208367,0
79,5.533603635,5.16958208,0
80,5.49298278,5.310987111,0
88,5.267402523,5.345990539,0
100,5.437809162,5.193063156,0
105,5.338672054,5.315112106,0
113,5.293134551,5.24068905,0
114,5.426039213,5.307114846,0
128,5.34634151,5.453613813,0
143,5.410897481,5.266340623,0
153,5.285690567,5.192815673,0
163,5.20756602,5.357532129,0
169,5.18079408,5.148894142,0
170,5.436910706,5.458113966,0
175,5.402328712,5.401163328,0
190,5.34254879,5.364299849,0
194,5.450844494,5.451494036,0
195,5.15534239,5.217688946,0
197,5.383479133,5.384763915,0
204,5.32215349,5.308117017,0
221,5.342577081,5.464968261,0
231,5.179557845,5.174828178,0
233,5.355415233,5.278844158,0
240,5.333193871,5.197976071,0
243,5.171186256,5.232627076,0
249,5.454664648,5.341382822,0
250,5.355948477,5.345165015,0
254,5.467109296,5.527569889,0
255,5.446377932,5.500315365,0
261,5.222988091,5.20926843,0
262,5.399322998,5.217843732,0
263,5.386063909,5.324301304,0
264,5.35830864,5.309838024,0
268,5.478093953,5.454738414,0
270,5.50478102,5.439046468,0
271,5.162337147,5.319676097,0
272,5.292207804,5.191002845,0
280,5.504219485,5.416109329,0
285,5.414099518,5.290460955,0
286,5.462221797,5.24527228,0
299,5.538912929,5.225775405,0
300,5.403003411,5.338784696,0
302,5.520569161,5.249300206,0
310,5.477110624,5.356015754,0
317,5.339093849,5.21956299,0
325,5.148066438,5.462094669,0
326,5.404183064,5.483119287,0
330,5.275015397,5.252660017,0
337,5.542171548,5.280173391,0
347,5.209026869,5.168302693,0
349,5.455479088,5.33618832,0
350,5.26223297,5.230426846,0
353,5.229000375,5.246837627,0
355,5.326733216,5.153632158,0
368,5.343110326,5.330497104,0
370,5.473317904,5.33875234,0
371,5.144779528,5.14466071,0
383,5.183968683,5.218440138,0
384,5.258019313,5.44772671,0
385,5.377102494,5.1459777,0
409,5.472362865,5.465331177,0
410,5.357690522,5.496926695,0
416,5.358084026,5.303984152,0
420,5.538716606,5.490927657,0
429,5.215740429,5.422856061,0
436,5.358224624,5.453266638,0
450,5.259901956,5.468667377,0
466,5.468289806,5.321516036,0
467,5.299398884,5.392603767,0
470,5.275324027,5.461785098,0
484,5.158151781,5.331071647,0
489,5.452052438,5.19457166,0
490,5.174136244,5.295186728,0
506,5.447416986,5.295376494,0
507,5.477166349,5.169906518,0
511,5.322126056,5.349875047,0
519,5.267542264,5.151908528,0
526,5.44222,5.315509127,0
532,5.425421096,5.378317135,0
539,5.149078058,5.332636119,0
560,5.208324735,5.376739546,0
561,5.35173482,5.373082406,0
564,5.224701845,5.237827701,0
565,5.329598332,5.41642677,0
582,5.331930203,5.340054464,0
597,5.438764201,5.325617419,0
605,5.415784981,5.384989535,0
608,5.4305615,5.446706174,0
609,5.31476523,5.149482677,0
610,5.378422744,5.370178207,0
618,5.147701225,5.146465668,0
623,5.337688725,5.333140703,0
637,5.359094789,5.445306981,0
645,5.233410355,5.344946391,0
647,5.455423363,5.188730031,0
654,5.187872852,5.41100315,0
657,5.368843211,5.44348803,0
661,5.472783802,5.1453708,0
670,5.518883698,5.5355654,0
679,5.335132239,5.430822714,0
682,5.519867027,5.410025464,0
687,5.378422744,5.183028321,0
691,5.357241294,5.439615765,0
693,5.444382982,5.422308626,0
699,5.219926652,5.37389831,0
702,5.359039064,5.442235753,0
709,5.232230703,5.483096551,0
710,5.268469869,5.354118099,0
717,5.433427473,5.194878608,0
724,5.497561649,5.495644685,0
743,5.327519365,5.535194614,0
747,5.350724057,5.409320621,0
748,5.143430986,5.170843977,0
749,5.378900263,5.342174241,0
752,5.420897951,5.290174121,0
765,5.224421506,5.293260215,0
788,5.464665975,5.182248271,0
789,5.514079357,5.461477275,0
797,5.182310653,5.199491571,0
801,5.199447336,5.176942707,0
826,5.53253629,5.295022323,0
827,5.538969511,5.3271679,0
832,5.203014584,5.333593692,0
863,5.225291671,5.281316357,0
878,5.244534753,5.417402707,0
892,5.216892648,5.333000784,0
894,5.512450476,5.362865676,0
909,5.434494819,5.215690724,0
911,5.222875784,5.258942392,0
933,5.227848156,5.313054418,0
942,5.38918193,5.345801647,0
943,5.192508304,5.242248275,0
950,5.249198496,5.27372049,0
951,5.266868422,5.359857412,0
958,5.451630643,5.352117253,0
964,5.232679931,5.232030671,0
969,5.241781945,5.431916707,0
1003,5.302630069,5.211570976,0
1005,5.199531352,5.188869076,0
1006,5.165821237,5.255378823,0
1012,5.175007267,5.281549847,0
1015,5.247091238,5.467945918,0
1020,5.424015972,5.287024188,0
1027,5.245125437,5.334504916,0
1031,5.33794163,5.149783504,0
1040,5.190345322,5.306045338,0
1046,5.288724571,5.168603519,0
1051,5.411149529,5.358255336,0
1053,5.189418574,5.363689451,0
1055,5.336790268,5.268879283,0
1098,5.400250603,5.294847424,0
1112,5.418116852,5.475469202,0
1118,5.510118605,5.511015691,0
1126,5.315215315,5.180119749,0
1129,5.166719693,5.194652114,0
1131,5.359797779,5.479460399,0
1133,5.283836215,5.231897747,0
1139,5.42876373,5.299054621,0
1147,5.154640257,5.455201022,0
1151,5.240321096,5.249620271,0
1159,5.37800095,5.5363026,0
1161,5.367241764,5.513941752,0
1172,5.469834671,5.498967768,0
1194,5.429269541,5.390901999,0
1195,5.484329994,5.421087831,0
1199,5.342211869,5.332612508,0
1209,5.294146172,5.257489855,0
1234,5.285015867,5.18163525,0
1239,5.347717486,5.336385081,0
1245,5.293893267,5.392751556,0
1248,5.361005723,5.19599359,0
1250,5.316816762,5.236850015,0
1274,5.183238258,5.150560056,0
1276,5.263244591,5.224013297,0
1277,5.488965446,5.427369331,0
1281,5.41907189,5.474641929,0
1288,5.40789091,5.449201983,0
1297,5.336087278,5.355201599,0
1300,5.27060456,5.165890835,0
1301,5.392749178,5.456287145,0
1320,5.282066736,5.248380237,0
1323,5.174164535,5.373382358,0
1350,5.204616031,5.331454676,0
1357,5.387973986,5.403873389,0
1358,5.406486644,5.23182429,0
1361,5.433736103,5.186325169,0
1366,5.224617829,5.19445885,0
1367,5.2632163,5.238370762,0
1377,5.246866624,5.422423185,0
1378,5.320524609,5.337056694,0
1408,5.239225459,5.255977853,0
1418,5.366090403,5.537303897,0
1423,5.251754981,5.209141628,0
1425,5.322715882,5.233066073,0
1437,5.149302672,5.332177884,0
1440,5.533323296,5.463044371,0
1452,5.274734201,5.232258039,0
1453,5.269143711,5.27154562,0
1460,5.152673598,5.418469592,0
1463,5.216723758,5.278276611,0
1472,5.259536744,5.358853491,0
1474,5.419212488,5.211998605,0
1522,5.408481594,5.365269664,0
1527,5.3793212,5.194627628,0
1531,5.246894915,5.269306911,0
1532,5.47980685,5.451646198,0
1547,5.283134081,5.397804391,0
1552,5.542199839,5.446025816,0
1557,5.271784212,5.262132551,0
1565,5.314737796,5.483959678,0
1567,5.159893826,5.408262481,0
1574,5.199222721,5.196992263,0
1576,5.544644017,5.383000058,0
1582,5.449720566,5.454573134,0
1598,5.290072256,5.329975904,0
1610,5.200626988,5.461046149,0
1619,5.469441168,5.514413105,0
1621,5.263890999,5.22667701,0
