rowId,6,label
1,3.398000248,0
3,3.724685036,0
4,3.794013963,0
5,3.947736814,0
7,3.960566987,0
8,3.840977675,0
10,3.513698683,0
15,4.063479236,0
19,4.130927546,0
26,3.827688344,0
27,3.218322264,0
32,3.268236931,0
36,4.157538619,0
37,3.888561828,0
38,3.344182356,0
41,3.397847453,0
43,3.381965233,0
45,3.505620597,0
48,3.634468686,0
49,3.259795378,0
55,3.709931803,0
60,3.249845936,0
63,3.208729344,0
67,3.265569187,0
70,3.578336486,0
77,4.235155532,0
78,3.962471527,0
79,4.110362691,0
80,3.883426981,0
82,3.234472262,0
84,4.238119606,0
86,3.797279769,0
87,3.227873512,0
89,3.74124326,0
91,3.758475171,0
93,3.810175536,0
94,3.824511283,0
95,3.689152418,0
99,4.085577446,0
101,3.47330131,0
104,3.454280613,0
111,4.127527466,0
113,3.725409656,0
114,3.580831371,0
117,4.186325866,0
122,3.23531032,0
124,4.053928759,0
126,3.209933958,0
139,3.561089141,0
141,3.385630776,0
144,3.260250677,0
152,3.630857933,0
154,3.51488246,0
158,3.986368553,0
159,3.661663158,0
160,3.531427565,0
166,3.213869593,0
171,3.618645115,0
175,3.488689646,0
176,3.534593823,0
183,3.271522801,0
188,3.271265827,0
189,3.713432204,0
192,3.514364654,0
200,3.313965161,0
204,4.033549882,0
205,3.929659127,0
209,4.010947757,0
214,3.297825967,0
218,4.069418188,0
221,3.774389031,0
230,3.963919995,0
231,3.246136406,0
232,3.250047348,0
233,3.402111058,0
237,3.718995341,0
243,4.041007527,0
247,3.93756281,0
253,3.447221934,0
256,3.432899306,0
258,3.716902509,0
260,3.667463977,0
261,3.206958308,0
262,3.829050383,0
265,3.419914023,0
270,3.857705671,0
272,3.573041127,0
273,3.904234919,0
274,3.217884714,0
277,4.057426845,0
283,3.505706255,0
284,3.351954851,0
288,3.30093975,0
290,3.853005287,0
292,3.927458258,0
293,3.890541993,0
295,3.85999297,0
296,3.494204938,0
298,3.669319899,0
307,3.82650148,0
309,3.847010773,0
311,3.194748577,0
312,4.18240412,0
320,3.265157103,0
321,4.284268409,0
323,3.620203935,0
336,3.204476542,0
338,4.263539184,0
343,4.085740273,0
344,3.736789817,0
345,3.803890866,0
350,3.286874868,0
353,4.20863552,0
356,4.258155851,0
357,3.209870679,0
358,3.312277468,0
360,3.590537729,0
366,3.336124335,0
377,3.74781037,0
380,4.015769297,0
381,3.942711548,0
383,3.396865859,0
389,4.270269893,0
392,3.645547887,0
395,3.23119025,0
396,3.349373537,0
397,3.253891152,0
398,3.618131939,0
401,3.33426301,0
408,3.552565788,0
420,3.943815841,0
421,3.734259435,0
425,3.193835663,0
428,3.942689168,0
432,3.898820719,0
434,3.881185983,0
436,3.510523165,0
438,3.995171259,0
439,3.886743718,0
445,4.227948688,0
450,3.932608539,0
452,3.348601072,0
456,3.185141767,0
457,4.231927539,0
463,3.341273844,0
467,3.49402822,0
469,3.672934511,0
472,3.329511695,0
474,4.144813396,0
480,3.582417972,0
483,3.204998207,0
484,3.78200873,0
489,3.516800118,0
490,4.138071883,0
492,3.449814824,0
504,3.284856118,0
507,4.157226854,0
509,3.244773596,0
510,3.488748295,0
513,3.945809896,0
517,3.639700767,0
518,3.83055287,0
521,4.039544396,0
528,3.655508133,0
529,3.249849022,0
533,3.854716903,0
537,3.650093161,0
539,4.049844958,0
543,3.958928683,0
544,3.328362643,0
547,3.812136409,0
559,3.422440547,0
562,3.191826946,0
565,4.241950291,0
568,3.681476384,0
575,3.566163024,0
578,3.914474518,0
581,4.149102467,0
584,3.269646814,0
588,3.94244377,0
592,3.693936916,0
594,3.888476942,0
595,4.184315605,0
596,3.620733317,0
598,3.259036031,0
600,3.514315266,0
601,3.353650262,0
606,3.431058818,0
609,3.368724519,0
611,3.604219852,0
614,3.740061797,0
615,3.525188424,0
616,3.638709141,0
618,3.76269479,0
621,3.495580867,0
624,3.360150234,0
629,3.405833707,0
633,3.222715514,0
634,3.325343779,0
638,4.005873102,0
639,3.92848461,0
644,3.572497083,0
652,3.57995164,0
660,3.388243729,0
661,3.29553944,0
663,4.268773579,0
665,3.885617046,0
666,3.32768201,0
671,3.342300196,0
673,3.214921411,0
675,3.848005486,0
677,4.143255347,0
678,3.906325436,0
683,3.329639796,0
687,3.720338859,0
694,4.175938874,0
696,3.642426388,0
701,3.980059189,0
703,4.073532856,0
705,4.022024643,0
708,4.031845984,0
714,3.925215717,0
720,4.151760951,0
722,3.594081345,0
726,4.24761452,0
732,3.82151557,0
733,4.188657151,0
736,3.396837306,0
741,4.140479566,0
743,3.955594967,0
745,3.839055387,0
749,3.558857404,0
751,3.842160681,0
752,4.222540661,0
754,3.909394461,0
759,3.683282147,0
763,3.490997009,0
766,3.676130865,0
767,4.197783196,0
775,3.492155321,0
776,4.113293583,0
779,3.669574558,0
782,3.672462235,0
784,3.553830593,0
787,3.189341322,0
788,3.450152825,0
789,4.078700886,0
791,4.032677097,0
793,3.205276017,0
797,4.004894595,0
798,4.170658948,0
805,3.26936669,0
810,3.79897518,0
814,3.518669159,0
819,3.896811229,0
821,3.846468273,0
827,3.75637848,0
830,3.307687436,0
831,4.232617433,0
832,3.827917537,0
835,4.05225187,0
844,4.222294491,0
847,3.646875199,0
848,3.512879144,0
849,3.757549911,0
854,3.306276781,0
862,4.138752517,0
863,3.861208387,0
872,3.357578181,0
877,3.486601444,0
880,3.255301807,0
886,3.293293041,0
888,3.294200552,0
891,3.901624281,0
894,3.604382679,0
895,3.817963465,0
899,3.635511244,0
902,3.405221754,0
904,4.022833377,0
910,3.71214965,0
912,4.003724708,0
923,4.088784603,0
927,3.50511591,0
929,3.850396963,0
930,3.506001814,0
932,4.274690152,0
933,3.828478558,0
938,3.315251574,0
941,3.958515055,0
946,3.318508892,0
947,3.401941286,0
949,3.661197056,0
953,3.785081613,0
954,3.931013449,0
956,3.540906274,0
958,3.321332517,0
961,3.688924768,0
971,4.237200519,0
972,3.509911984,0
980,4.013902571,0
981,3.928564094,0
988,4.241312101,0
992,3.934932107,0
993,3.867087918,0
996,3.2786818,0
997,3.750603128,0
1005,3.354496037,0
1006,3.728375274,0
1009,4.152095866,0
1013,4.229205005,0
1016,4.158382079,0
1017,3.59480828,0
1019,3.454183379,0
1021,3.303568137,0
1022,3.197570659,0
1025,3.516476779,0
1026,3.196728742,0
1043,3.608534389,0
1047,4.061272965,0
1050,3.453045904,0
1057,4.110138129,0
1061,3.708259544,0
1062,3.20078862,0
1066,3.402528544,0
1068,3.72339708,0
1069,3.187441413,0
1071,3.551723099,0
1073,4.053364652,0
1074,3.409569474,0
1075,3.429718386,0
1076,3.95626171,0
1085,3.732207503,0
1092,3.316774125,0
1093,3.655128459,0
1098,3.539717866,0
