rowId,0,2,4,label
3,4.29339755,4.261404616,4.239719631,0
101,3.960327384,3.956426095,4.06528322,0
399,4.332650187,4.26642422,4.093866351,0
523,4.327454985,4.273338855,4.100566194,0
537,4.307828667,4.235482824,4.164947671,0
547,4.339577123,4.307905035,4.250568222,0
553,4.175062396,4.204098058,4.270241136,0
575,4.048645816,4.112212203,4.188374215,0
650,4.081548762,4.017379299,4.019844545,0
723,4.177371374,4.059724989,4.005860771,0
767,4.17679413,4.146117264,4.144063633,0
792,4.205656363,4.17931311,4.081669202,0
858,4.023824296,4.148847439,4.343515652,0
1060,4.332650187,4.309911127,4.240999473,0
1113,4.111565484,4.17459958,4.298578033,0
1163,4.19295698,4.151758634,4.086754211,0
1264,3.946473512,3.994477139,4.15666449,0
1267,3.97591299,3.993217865,4.074239249,0
1278,4.330918453,4.273258401,4.174476336,0
1299,4.086166719,4.138214449,4.260408974,0
1329,4.152549854,4.146280795,4.216001044,0
1370,4.023824296,4.114766604,4.095306531,0
1388,4.15197261,4.23679719,4.326116104,0
1497,4.1259966,4.06210624,4.028889332,0
1519,4.291665816,4.338147709,4.325655132,0
1578,4.052109284,4.091244427,4.232398478,0
1583,4.259340115,4.207915231,4.163069425,0
1589,3.959172895,4.047518783,4.307468209,0
1631,4.326300496,4.218612058,4.08196411,1
1659,3.994962063,3.957823539,4.022664778,1
1683,4.188339023,4.194270479,4.285622141,1
1788,4.19295698,4.144447853,4.060055052,1
1818,4.255876648,4.274605124,4.174625222,1
1898,3.9747585,3.96905993,4.081079387,1
1912,4.168712705,4.157116668,4.21775331,1
1925,4.059613465,4.090618288,4.262092524,1
1948,4.137541493,4.158605059,4.228229688,1
1977,4.052686529,3.966470549,3.982007614,1
2130,4.133500781,4.094809745,4.079616302,1
2174,4.115606196,4.161039654,4.258441969,1
2179,4.123110377,4.220701228,4.305965039,1
2424,4.005929712,4.118196375,4.324486954,1
2439,4.125419355,4.240226961,4.318122104,1
2446,3.989189617,4.095178782,4.28908659,1
2447,4.317064581,4.306905486,4.203921285,1
2527,4.22643717,4.206077916,4.165156684,1
2706,4.165826481,4.168399407,4.251057826,1
2785,4.046336838,4.110711569,4.190275366,1
2937,4.024978785,3.973591565,4.019257593,1
3083,3.993807574,4.057007932,4.258507822,1
3099,4.128305579,4.089820749,4.029344578,1
3105,4.17679413,4.238116804,4.307700127,1
3106,4.033637455,4.00008965,4.036886196,1
3161,4.001311754,4.08188995,4.216169971,1
3454,3.973604011,4.052732524,4.144286961,1
3476,4.089052942,4.087477975,4.067066982,1
3477,4.05903622,4.131635621,4.273456487,1
3483,4.057881731,3.992385346,4.064699131,1
3663,4.205656363,4.294917903,4.26466366,1
